NAME,TYPE,GROUP,LAT,LONG,THUMBNAIL,NOTES,NOTES_NEW,x,y
Sama,Closed Atoll,No. of Papua New Guinea,-1.4032,144.0808,http://dpanther2.fiu.edu/worldAtolls/172. Sama.jpg,"Platform 7.83 km2, coral/algae rim except seagrass area at SW. Lagoon 1.75 km2 incl. sand at S, but excluding wide rubble inner flat area. Coral at E & W lagoon periphery extending into lagoon as reef slope. Ref: Allen Coral Atlas 06/21.","Platform 7.83 km2, coral/algae rim except seagrass area at SW. Lagoon 1.75 km2 incl. sand at S, but excluding wide rubble inner flat area. Coral at E & W lagoon periphery extending into lagoon as reef slope. Ref: Allen Coral Atlas 06/21.",16039001.289087499,-156219.12651494448
Sumasama,Closed Atoll,No. of Papua New Guinea,-1.481,144.0458,http://dpanther2.fiu.edu/worldAtolls/173. Sumasama.jpg,"Platform 12.1 km2 with coral/algal rim, weak on E. Lagoon 3.3 km2 with coral at shallow N & S, and on reef slope at E & S. Ref: Allen Coral Atlas 06/21.","Platform 12.1 km2 with coral/algal rim, weak on E. Lagoon 3.3 km2 with coral at shallow N & S, and on reef slope at E & S. Ref: Allen Coral Atlas 06/21.",16035105.106909737,-164882.52754512607
Awin,Closed Atoll,No. of Papua New Guinea,-1.649,144.0179,http://dpanther2.fiu.edu/worldAtolls/174. Awin.jpg,"Platform 9.5 km2, rimmed with coral/algae except at NW where sand and seagrass are prominent. Lagoon 3.55 km2 with coral, esp. E to SW, Depth ~10-20m. Ref: Allen Coral Atlas 06/21.","Platform 9.5 km2, rimmed with coral/algae except at NW where sand and seagrass are prominent. Lagoon 3.55 km2 with coral, esp. E to SW, Depth ~10-20m. Ref: Allen Coral Atlas 06/21.",16031999.293116601,-183591.18732064535
Budibudi,Atoll,"east of Woodlark Island, PNG",-9.2862,153.6736,http://dpanther2.fiu.edu/worldAtolls/175. Budibudi.jpg,"Platform 25.1 km2, partly open at west. Coral/algal rim best developed at south. Sand apron up to 650m wide surrounds lagoon with four coral/sand pinnacles, but not in most of lagoon. Ref: Allen Coral Atlas 05/21.","Platform 25.1 km2, partly open at west. Coral/algal rim best developed at south. Sand apron up to 650m wide surrounds lagoon with four coral/sand pinnacles, but not in most of lagoon. Ref: Allen Coral Atlas 05/21.",17106866.900369212,-1038290.736420809
Egum,Atoll,east of Papua New Guinea,-9.41,151.94,http://dpanther2.fiu.edu/worldAtolls/176. Egum.jpg,"Platform 484 km2 by Google Earth; southern rim partly submerged. Coral/algal rim at east, as well as facing lagoon, less so at west. Lagoon~10-20m at north with shallow areas of coral and sand","Platform 484 km2 by Google Earth; southern rim partly submerged. Coral/algal rim at east, as well as facing lagoon, less so at west. Lagoon~10-20m at north with shallow areas of coral and sand",16913883.431129992,-1052257.5760028847
Gallows Reef,Atoll Reef,east of Papua New Guinea,-10.2843,151.1575,http://dpanther2.fiu.edu/worldAtolls/177. Gallows.jpg,"Atoll reef with disjunct inner and outer rim, no clear western edge. Platform ~44 km2 by Google Earth. N and S rims with coral/algae, SE outer rim mainly sand. Lagoon between rims with one sand/coral island; few others in larger, deeper lagoon. Allen Atl","Atoll reef with disjunct inner and outer rim, no clear western edge. Platform ~44 km2 by Google Earth. N and S rims with coral/algae, SE outer rim mainly sand. Lagoon between rims with one sand/coral island; few others in larger, deeper lagoon. Allen Atl",16826775.929584254,-1151040.5282713617
Conflict,Atoll,east of Papua New Guinea,-10.7804,151.798,http://dpanther2.fiu.edu/worldAtolls/178. Conflict.jpg,"Platform 210.5 km2 with coral/algal rim best developed at S. Lagoon mostly >20m with two islands & sand & coral-ringed pinnacles. Dmax 38m by GPSnauticalcharts.com Ref: Allen Coral Atlas 05/21; note that Purdy (2001) reports platform as 18 km2, Dmax 27m","Platform 210.5 km2 with coral/algal rim best developed at S. Lagoon mostly >20m with two islands & sand & coral-ringed pinnacles. Dmax 38m by GPSnauticalcharts.com Ref: Allen Coral Atlas 05/21; note that Purdy (2001) reports platform as 18 km2, Dmax 27m",16898076.063437354,-1207212.7089652126
Redlick,Atoll Reef,east of Papua New Guinea,-10.8735,152.5466,http://dpanther2.fiu.edu/worldAtolls/179. Redlick.jpg,"Platform 41 km2 with thin coral/algal rim, lagoon with sand up to 1 km mixed with microalgal mats. Lagoon with large coral/algal complex at SW plus pinnacles at N. Dmax 18m. Refs: Allen Atlas 05/21; Purdy 2001. Atoll to SE 6.3 km2 connected at 110m depth","Platform 41 km2 with thin coral/algal rim, lagoon with sand up to 1 km mixed with microalgal mats. Lagoon with large coral/algal complex at SW plus pinnacles at N. Dmax 18m. Refs: Allen Atlas 05/21; Purdy 2001. Atoll to SE 6.3 km2 connected at 110m depth",16981409.834245186,-1217764.3851243476
Long Reef,Atoll Reef,east of Papua New Guinea,-11.1741,151.5782,http://dpanther2.fiu.edu/worldAtolls/180. Long Reef.jpg,"W & half of N rim is submerged, 25% of perimeter. Long axis of reef is 95km. Platform ~1050 km2 by Google Earth. Lagoon sand apron up to 1.9 km wide with microalgal mats. East end with numerous coral/algal & sand pinnacles. Ref: Allen Coral Atlas 05/21.","W & half of N rim is submerged, 25% of perimeter. Long axis of reef is 95km. Platform ~1050 km2 by Google Earth. Lagoon sand apron up to 1.9 km wide with microalgal mats. East end with numerous coral/algal & sand pinnacles. Ref: Allen Coral Atlas 05/21.",16873608.039360985,-1251856.131747837
Bramble Haven,Atoll Reef,east of Papua New Guinea,-11.2299,152.0092,http://dpanther2.fiu.edu/worldAtolls/181. Bramble Haven.jpg,"Shelf-edge atoll, islands 1.4% of rim area; platform 170 km2 with coral/algae best dev. at SW-SE. Lagoon edged by rubble & sand, both with microalgae esp. at W/NW. Lagoon mainly > 20m with few pinnacles. Dmax 33m. Refs: Allen Coral Atlas 05/21; Purdy 200","Shelf-edge atoll, islands 1.4% of rim area; platform 170 km2 with coral/algae best dev. at SW-SE. Lagoon edged by rubble & sand, both with microalgae esp. at W/NW. Lagoon mainly > 20m with few pinnacles. Dmax 33m. Refs: Allen Coral Atlas 05/21; Purdy 200",16921586.73989289,-1258188.3995931642
Malum,Closed Atoll,east of Bismarck Sea,-3.1461,154.4937,http://dpanther2.fiu.edu/worldAtolls/182. Malum.jpg,Platform 42.2 km2 surrounded by coral/algal growth esp. at SW. Lagoon 25.2 km2 with apron 140-750m wide. lagoon >10m with few islets. Ref: Allen Coral Atlas 05/21.,Platform 42.2 km2 surrounded by coral/algal growth esp. at SW. Lagoon 25.2 km2 with apron 140-750m wide. lagoon >10m with few islets. Ref: Allen Coral Atlas 05/21.,17198160.01476878,-350398.37449004623
Nuguria,Atoll,east of Bismarck Sea,-3.3195,154.6854,http://dpanther2.fiu.edu/worldAtolls/183. Nuguria.jpg,"Platform 179.1 km2 with coral/algae rim, more at W, less at SE. Apron up to 750m wide. Lagoon 108.1 km2, passes W & NE. Depth ~10-20m with many pinnacles. Shallower in middle, deeper near ends. Allen Coral Atlas 06/21.","Platform 179.1 km2 with coral/algae rim, more at W, less at SE. Apron up to 750m wide. Lagoon 108.1 km2, passes W & NE. Depth ~10-20m with many pinnacles. Shallower in middle, deeper near ends. Allen Coral Atlas 06/21.",17219499.961153846,-369731.94819492125
Pinipir,Atoll,east of Bismarck Sea,-4.4,154.1201,http://dpanther2.fiu.edu/worldAtolls/184. Pinipir.jpg,"Platform 26.8 km2 with patchy coral/sand rim. Lagoon 8.1 km2 with 6m deep ~200m opening at NW. Mangroves at NE. Lagoon with shallow coral edge & extensive seagrass esp. along E margin; <10m except 37 ha at N, Dmax 33m. Allan Atlas 06/21, USN HO chart 103","Platform 26.8 km2 with patchy coral/sand rim. Lagoon 8.1 km2 with 6m deep ~200m opening at NW. Mangroves at NE. Lagoon with shallow coral edge & extensive seagrass esp. along E margin; <10m except 37 ha at N, Dmax 33m. Allan Atlas 06/21, USN HO chart 103",17156571.05300841,-490287.900033129
Takuu,Atoll Reef,north Solomon Islands,-4.7537,156.9735,http://dpanther2.fiu.edu/worldAtolls/185. Takuu.jpg,"Islands 3.2 percent of rim area, platform 129.7 km2, surrounded by thin coral/algal rim. Islands at E, passes at W. Sand apron up to 1 km wide at NW. Lagoon 103.2 km2, mostly deeper than 20m with a few sandy pinnacles. Ref: Allen Coral Atlas 06/21.","Islands 3.2 percent of rim area, platform 129.7 km2, surrounded by thin coral/algal rim. Islands at E, passes at W. Sand apron up to 1 km wide at NW. Lagoon 103.2 km2, mostly deeper than 20m with a few sandy pinnacles. Ref: Allen Coral Atlas 06/21.",17474210.088037934,-529787.6239297475
Kilinailau,Atoll Reef,north of Solomon Islands,-4.76,155.3899,http://dpanther2.fiu.edu/worldAtolls/186. Kilinailau.jpg,"aka Carteret Islands account for 1.6 percent of rim; Platform 273.9 km2. Thin coral algal rim; two passes at west. Sand apron 500m wide or less. Lagoon 249.8 km2, mostly ≥20m with 12 sand/coral pinnacles. Ref: Allen Coral Atlas 06/21.","aka Carteret Islands account for 1.6 percent of rim; Platform 273.9 km2. Thin coral algal rim; two passes at west. Sand apron 500m wide or less. Lagoon 249.8 km2, mostly ≥20m with 12 sand/coral pinnacles. Ref: Allen Coral Atlas 06/21.",17297924.5424177,-530491.3606763012
Nukumanu,Atoll,north of Solomon Islands,-4.5429,159.3974,http://dpanther2.fiu.edu/worldAtolls/187. Nukumanu.jpg,"Platform 236 km2; thin coral/algal rim, weakest at south. West rim partly open. Sand apron up to 700m at SE, narrower elsewhere. Lagoon 193.2 km2 mostly 10-20m with six pinnacles shallower at SE. Ref: Allen Coral Atlas 06/21.","Platform 236 km2; thin coral/algal rim, weakest at south. West rim partly open. Sand apron up to 700m at SE, narrower elsewhere. Lagoon 193.2 km2 mostly 10-20m with six pinnacles shallower at SE. Ref: Allen Coral Atlas 06/21.",17744037.40177175,-506244.0250112506
Ontong Java,Atoll Reef,north of Solomon Islands,-5.349,159.3282,http://dpanther2.fiu.edu/worldAtolls/188. Ontong Java.jpg,Boot-shaped atoll with >30 islands ~2.2% of rim; platform 1288 km2 by Google Earth. Thin coral rim except at SW. Multiple passes to lagoon. Apron up to 800m wide but less in most places. Lagoon >20m deep with many pinnacles. Ref: Allen Coral Atlas 05/21.,Boot-shaped atoll with >30 islands ~2.2% of rim; platform 1288 km2 by Google Earth. Thin coral rim except at SW. Multiple passes to lagoon. Apron up to 800m wide but less in most places. Lagoon >20m deep with many pinnacles. Ref: Allen Coral Atlas 05/21.,17736334.093008853,-596314.7986558526
Candelaria,Atoll Reef,north of Solomon Islands,-6.1985,159.3805,http://dpanther2.fiu.edu/worldAtolls/189. Candelaria.jpg,"aka Roncador. Platform 98 km2 with 2 passes at SW. Thin coral/algal rim diminished at SW. Lagoon77.5 km2 with thin sand apron. Shoal area at N, but most >20m with few pinnacles; depth of 36m reported in Sailing Directions, 2017.","aka Roncador. Platform 98 km2 with 2 passes at SW. Thin coral/algal rim diminished at SW. Lagoon77.5 km2 with thin sand apron. Shoal area at N, but most >20m with few pinnacles; depth of 36m reported in Sailing Directions, 2017.",17742156.10237735,-691363.7826741985
Indispensable Reef North,Atoll Reef,Solomon Islands,-12.3148,160.0813,http://dpanther2.fiu.edu/worldAtolls/190. Indispensable North.jpg,Platform 79 km2 by Google Earth.,Platform 79 km2 by Google Earth.,17820168.801525272,-1381555.7906164092
Indispensable Reef Middle,Atoll Reef,Solomon Islands,-12.6527,160.3827,http://dpanther2.fiu.edu/worldAtolls/191. Indispensable Middle.jpg,"Platform 325 km2; lagoon area >10m deep 286.7 km2; channel ~150m wide separates northern 19.6 km2 lagoon; from the southern, 268 km2. Refs: Google Earth; Allen Coral Atlas.","Platform 325 km2; lagoon area >10m deep 286.7 km2; channel ~150m wide separates northern 19.6 km2 lagoon; from the southern, 268 km2. Refs: Google Earth; Allen Coral Atlas.",17853720.49605037,-1420081.5574937288
Indispensable Reef South,Atoll Reef,Solomon Islands,-12.9444,160.5866,http://dpanther2.fiu.edu/worldAtolls/192. Indispensable South.jpg,Platform 117 km2 by Google Earth; 18-35m deep. Ref: Sailing Directions 2017.,Platform 117 km2 by Google Earth; 18-35m deep. Ref: Sailing Directions 2017.,17876418.540223118,-1453380.8129545997
Nupani,Atoll Reef,Santa Cruz Islands,-10.0834,165.729,http://dpanther2.fiu.edu/worldAtolls/193. Nupani.jpg,Platform 21.4 km2 rimmed with coral/algae; lagoon flat primarily rubble and sand; lagoon area deeper that 10m 8.7 km2 by Allen Coral Atlas 05/21.,Platform 21.4 km2 rimmed with coral/algae; lagoon flat primarily rubble and sand; lagoon area deeper that 10m 8.7 km2 by Allen Coral Atlas 05/21.,18448867.88967844,-1128318.4551067434
Nukapu,Atoll,Santa Cruz Islands,-10.0906,166.0389,http://dpanther2.fiu.edu/worldAtolls/194. Nakapu.jpg,"island ~6.5% of rim area; platform 6.7 km2 rimmed with coral/algae; lagoon flat rubble grading into primarily sandy lagoon bottom. Deeper lagoon at center: 52 ha area ~10m deep, bisected by sand and coral/algal channel. Ref: Allen Coral Atlas 05/21.","island ~6.5% of rim area; platform 6.7 km2 rimmed with coral/algae; lagoon flat rubble grading into primarily sandy lagoon bottom. Deeper lagoon at center: 52 ha area ~10m deep, bisected by sand and coral/algal channel. Ref: Allen Coral Atlas 05/21.",18483365.79987527,-1129132.538777844
The Great Reef,Atoll,Santa Cruz Islands,-10.228,166.2353,http://dpanther2.fiu.edu/worldAtolls/195. The Great Reef.jpg,Complex main platform 128 km2 with 25 km-long continuous rim at the north; complex southern rim with several smaller atoll-like reefs ranging from 1.5-4.7 km diameter by Allen Coral Atlas 5/21.,Complex main platform 128 km2 with 25 km-long continuous rim at the north; complex southern rim with several smaller atoll-like reefs ranging from 1.5-4.7 km diameter by Allen Coral Atlas 5/21.,18505228.947867077,-1144671.473311809
Rowa,Atoll,Vanuatu,-13.6239,167.5185,http://dpanther2.fiu.edu/worldAtolls/196. Rowa.jpg,Platform 27 km2 rimmed with coral/algae except at embayed western side; reef flat and lagoon almost entirely <10m deep; bottom primarily rubble and sand by Allen Coral Atlas 05/21. Island privately owned.,Platform 27 km2 rimmed with coral/algae except at embayed western side; reef flat and lagoon almost entirely <10m deep; bottom primarily rubble and sand by Allen Coral Atlas 05/21. Island privately owned.,18648074.118453,-1531102.5407102443
Vuvovuvo,Atoll Reef,"Ringgold Islands, Fiji",-16.0956,-179.5606,http://dpanther2.fiu.edu/worldAtolls/197. Mata & Vuvo.jpg,"aka Vuthovutho. Platform 47 km2 with coral/algal rim esp. at  N and E.  Shallow lagoon sand, coral, & microalgae. Lagoon >20m =28 km2 , Dmax 29m. Coral patch reefs in the deep lagoon center. Refs: Allen Coral Atlas 05/21; Purdy, 2001.","aka Vuthovutho. Platform 47 km2 with coral/algal rim esp. at  N and E.  Shallow lagoon sand, coral, & microalgae. Lagoon >20m =28 km2 , Dmax 29m. Coral patch reefs in the deep lagoon center. Refs: Allen Coral Atlas 05/21; Purdy, 2001.",-19988594.558534674,-1815796.4363684554
Qelelevu,Atoll Reef,"Ringgold Islands, Fiji",-16.107,-179.281,http://dpanther2.fiu.edu/worldAtolls/198. Qelelevu.jpg,"aka Nggelelevu. Island 2.4% of rim area. Platform 185 km2 rimmed with coral/algae. Shallow lagoon sand and microalgae. Lagoon >20m 94 km2, Dmax 37m. Lagoon center with well-developed apparent patch reefs. Refs: Allen Coral Atlas 05/21; Purdy, 2001.","aka Nggelelevu. Island 2.4% of rim area. Platform 185 km2 rimmed with coral/algae. Shallow lagoon sand and microalgae. Lagoon >20m 94 km2, Dmax 37m. Lagoon center with well-developed apparent patch reefs. Refs: Allen Coral Atlas 05/21; Purdy, 2001.",-19957469.628908876,-1817117.2919503446
Matacucu,Atoll Reef,"Ringgold Islands, Fiji",-16.1478,-179.663,http://dpanther2.fiu.edu/worldAtolls/197. Mata & Vuvo.jpg,"Platform 40 km2 + 3 km2 for reef slope coral/algae ~200m from rim, best dev. NW-SE. Shallow lagoon with thin sand apron except at N with rock/rubble. Microalgae & coral elsewhere. Lagoon >20m 23 km2, Dmax 35 km2. Refs: Allen Coral Atlas 05/21; Purdy, 200","Platform 40 km2 + 3 km2 for reef slope coral/algae ~200m from rim, best dev. NW-SE. Shallow lagoon with thin sand apron except at N with rock/rubble. Microalgae & coral elsewhere. Lagoon >20m 23 km2, Dmax 35 km2. Refs: Allen Coral Atlas 05/21; Purdy, 200",-19999993.674391907,-1821845.1868443834
Nukumbasanga,Atoll,"Ringgold Islands, Fiji",-16.3101,-179.2631,http://dpanther2.fiu.edu/worldAtolls/200. Nukumbasanga.jpg,Platform 9.4 km2 with strong reef development at N & E sides. Numerous apparent coral plateaus on reef slope SE & NW toward Adolphus Reef. Lagoon mostly <10m mostly sand & microalgae; some coral/algal growth at edges. Ref: Allen Coral Atlas 05/21.,Platform 9.4 km2 with strong reef development at N & E sides. Numerous apparent coral plateaus on reef slope SE & NW toward Adolphus Reef. Lagoon mostly <10m mostly sand & microalgae; some coral/algal growth at edges. Ref: Allen Coral Atlas 05/21.,-19955477.010023676,-1840662.15457017
Nukusemanu-Nanuku,Atoll Reef,"Ringgold Islands, Fiji",-16.49735,-179.45525,http://dpanther2.fiu.edu/worldAtolls/201. Nukusenmanu-Nanuku.jpg,"aka Heemskercq Reefs. Platform 318 km2; lagoon Dmax 95m. Large areas of the lagoon are covered with presumptive coral patches as are the platform boundaries. Refs: Allen Coral Atlas 05/21; Purdy, 2001.","aka Heemskercq Reefs. Platform 318 km2; lagoon Dmax 95m. Large areas of the lagoon are covered with presumptive coral patches as are the platform boundaries. Refs: Allen Coral Atlas 05/21; Purdy, 2001.",-19976867.050179604,-1862391.2078220914
Pitman,Atoll Reef,"Ringgold Islands, Fiji",-16.4253,-179.5395,http://dpanther2.fiu.edu/worldAtolls/202. Pitman.jpg,"Platform 2.1 km2 with coral/algae on platform rim, and at W, NW & E reef slopes. Shallow lagoon sand, coral/algae & microalgae. Lagoon >20m ~ 44 ha, Dmax 33m. Refs: Allen Coral Atlas 05/21; Agassiz 1899.","Platform 2.1 km2 with coral/algae on platform rim, and at W, NW & E reef slopes. Shallow lagoon sand, coral/algae & microalgae. Lagoon >20m ~ 44 ha, Dmax 33m. Refs: Allen Coral Atlas 05/21; Agassiz 1899.",-19986245.71727894,-1854027.833448573
Lailai,Atoll Reef,"Ringgold Islands, Fiji",-16.7166,-179.5566,http://dpanther2.fiu.edu/worldAtolls/204. Motua  Lailai.jpg,lagoon 2.5 km2 rimmed with coral/algae. Shallow lagoon coral/algae & microalgae with little sand. Lagoon > 10m = 50 ha. Ref: Allen Coral Atlas 05/21.,lagoon 2.5 km2 rimmed with coral/algae. Shallow lagoon coral/algae & microalgae with little sand. Lagoon > 10m = 50 ha. Ref: Allen Coral Atlas 05/21.,-19988149.2805715,-1887860.4000494084
Wailangilala,Atoll Reef,"Lau Islands, Fiji",-16.7732,-179.1073,http://dpanther2.fiu.edu/worldAtolls/205. Wailangilala.jpg,"Platform 24 km2 with coral/algal rim esp. at NE/E. Shallow lagoon sand, coral/algae & microalgae, esp. at N/NW. Lagoon >20m 10.5 km2 but with coral plateaus E & N. Dmax 38-42m. Ref: Sailing Directions 126, 2017. Ref: Allen Atlas 05/21.","Platform 24 km2 with coral/algal rim esp. at NE/E. Shallow lagoon sand, coral/algae & microalgae, esp. at N/NW. Lagoon >20m 10.5 km2 but with coral plateaus E & N. Dmax 38-42m. Ref: Sailing Directions 126, 2017. Ref: Allen Atlas 05/21.",-19938133.433358084,-1894440.0817072266
